cpr,municipality,salary
0805938259,Randers,277116
1503845121,Tønder,447072
2301759996,Herning,447084
1106633057,Næstved,676122
1805985812,Hillerød,211636
1402946151,Samsø,252104
1209544204,Varde,663840
2001652978,Ballerup,578796
2909704015,Aalborg,499139
2605827134,Aarhus,352729
0306768272,Thisted,459337
1202534267,Viborg,756956
2311807664,København,451558
2410857459,Aabenraa,475148
0503638511,Varde,619356
0207870317,Solrød,367147
0402868950,Herning,381734
1410968168,Faaborg-Midtfyn,254625
0610678200,Aarhus,563119
2211822532,Gladsaxe,344655
0601920777,København,341566
1905827702,Esbjerg,442544
2709638709,Ringsted,650154
2704824197,Aarhus,429698
0410763458,Aarhus,498583
1309972495,Viborg,303660
1809743273,Næstved,553550
3011963666,Aarhus,321596
1909937969,Odense,333392
0304879589,Fredericia,369115
1103991330,Vejle,237308
1806793081,Guldborgsund,524712
1309787853,Varde,476297
1105606521,Glostrup,647760
2005875892,København,340990
0108651034,Slagelse,594515
1005771210,Skive,457337
1204748568,Horsens,468123
2606599508,Horsens,616817
2607534282,Brøndby,662312
1705950190,Aabenraa,276876
0810988757,København,311171
1206509554,Aalborg,686477
0502855290,Frederikshavn,396804
1412860051,Høje-Taastrup,382674
1805900362,København,304496
0810826607,København,413764
0410645055,Odense,652347
2303952250,Frederiksberg,331262
0707742886,Faxe,528772
0407870075,Herning,390779
0108891206,Lejre,412416
3112783800,Odense,483781
0904891802,Ringkøbing-Skjern,358696
0608877196,Brøndby,332573
0908613572,Gladsaxe,627502
2909691069,Vejle,552300
1310624273,Ballerup,654164
2208665528,København,526819
2512858853,Høje-Taastrup,424837
0307867336,Fredericia,417662
1002702950,Brønderslev,535504
3107924604,Albertslund,226982
2206638074,Mariagerfjord,616365
2008830332,Randers,474272
0911696996,Holstebro,477549
0305656938,Herning,623058
1206878208,Sønderborg,327840
2006777414,Silkeborg,462004
1302717308,Sønderborg,501931
0404896677,Helsingør,374493
2704980519,Aarhus,271343
0512566599,Faxe,696590
2702958949,Helsingør,338448
1401836718,Thisted,382092
0808825863,Frederiksberg,408144
2708527813,Kerteminde,710618
1607576009,Kolding,687504
0203600515,Lolland,617008
0703927837,Frederiksberg,374153
2606860227,Fredericia,418423
0403610442,Thisted,644290
2509797577,Holbæk,483434
1003810378,Aarhus,432098
1901787361,Holbæk,453529
2509996375,København,264790
1211518251,København,788471
0701990255,Glostrup,295422
0908732486,Aarhus,490061
0709546108,Skanderborg,685282
0110807029,Bornholm,510425
2802804973,Viborg,486335
0803832751,Frederiksberg,470343
1909926497,Gentofte,339588
3101875374,Egedal,343873
0809710657,Lejre,555073
2912817531,København,457547
0802753181,Herlev,448298
1801836334,Vordingborg,394325
2201967517,Frederikssund,251447
2805882925,Køge,423502
2307555738,Faaborg-Midtfyn,688587
0312713030,Esbjerg,489442
1108823692,Odder,378052
0511632974,Nordfyns,585091
0403838240,Aarhus,357825
1102642136,Brønderslev,643741
1101615858,Norddjurs,580807
1508581571,Aarhus,707976
2610967320,Aarhus,307271
1309807250,Faxe,467856
1104690670,Aalborg,499873
1701998347,Gentofte,314459
1811621500,Køge,646454
0407746183,Vejle,538505
0909979152,Rødovre,320783
0910916139,Tønder,401098
0308896071,Ikast-Brande,354765
0201894443,Herning,310790
0904787488,Aarhus,415543
1311764453,Randers,471517
1704879690,Vordingborg,272895
3007583380,Vallensbæk,700804
2411968626,Slagelse,261010
0502784851,Sønderborg,495138
0211806670,København,415448
1505851646,Fredericia,406518
1708669282,Aarhus,588806
2703553703,Sønderborg,722857
0702749741,Fredensborg,491635
0609625475,København,566855
0609683388,Guldborgsund,506717
2510961078,Halsnæs,264703
2402827873,København,409806
2309847551,Frederiksberg,414800
3010796389,Billund,448945
0704802515,København,471121
1012768012,Silkeborg,469091
3010664617,Helsingør,603350
0102956065,Gentofte,332990
1701961279,København,357990
0507695378,Ballerup,550459
0504684383,Odense,568434
3011901664,Holbæk,350315
1501771452,Ballerup,444424
2505807446,Vejle,464377
1001885127,Varde,381773
0705668310,Rødovre,547089
1510949752,Fredensborg,315016
1703731282,Esbjerg,513048
0307970884,Roskilde,298985
2402571930,Kalundborg,624187
2910510123,Køge,761343
0910718853,Viborg,506388
3004629552,Brønderslev,654779
2809600148,Fredensborg,630780
2206853269,Hørsholm,450763
1202961516,Frederiksberg,229547
1112981766,Hørsholm,266208
1411847814,Gladsaxe,393729
2809874124,København,388241
2002813757,Brøndby,419604
2204963341,Kerteminde,262067
0403943869,Assens,396330
2411948182,Assens,305851
0405591556,Faaborg-Midtfyn,597883
1607866757,Odder,370259
3011795609,Frederikssund,421518
0901690578,Syddjurs,507853
2409787955,Aabenraa,469974
1112998435,Hedensted,269510
1003804788,Næstved,420141
1801515719,Gentofte,798533
2307758769,Vesthimmerlands,483191
0511934648,Faxe,348423
1707530669,Rudersdal,711228
1812927069,Guldborgsund,334272
0407598727,Viborg,615642
0608814009,Middelfart,415358
1308745776,Randers,469264
2712957923,Næstved,280141
0503810323,Skive,488379
2009698689,Roskilde,560323
1601942232,Skive,307117
0403543821,Aarhus,721438
3004865566,Frederiksberg,376497
0101902534,Silkeborg,380189
0712646273,Herning,658959
2111809521,Holbæk,470135
1711756181,Frederiksberg,574237
0507754182,Odense,415319
1610919346,København,309142
2212694455,Frederiksberg,544737
3001858192,Middelfart,353998
0811951688,Skanderborg,310441
2103799412,København,471312
2106964557,Aarhus,295661
0204872510,Fredensborg,363864
3006996435,Aalborg,306791
0104779105,København,453885
1011986266,Horsens,215134
1001952983,København,285159
0305841870,Hedensted,456176
2112738421,Vejle,556307
1304802611,Thisted,471017
0312583982,Rudersdal,689212
2004535137,Vejen,716407
1503873959,Aarhus,399360
1808974355,Thisted,263495
0509680457,Odder,574871
2806834685,Aarhus,429978
0804778851,Kalundborg,518533
1002638596,Vordingborg,644176
2403772018,Ringkøbing-Skjern,451111
1910993348,Fredensborg,231108
1804910017,Aalborg,370020
2512835443,Frederiksberg,429723
2804832581,Aarhus,487955
2012998146,Brøndby,247498
1112931101,Gribskov,425454
2812662433,Aarhus,620078
1102715212,Aarhus,516325
0504623123,Næstved,614145
1102997894,Aalborg,296089
2207991545,Furesø,240085
0505591009,Furesø,585250
0204832458,Furesø,358979
2402736580,Vordingborg,528361
0605964276,Lolland,255978
0903717773,Ringkøbing-Skjern,546809
0811983565,Næstved,289520
1407659121,København,555024
0612880173,Egedal,401112
2004933419,Greve,381147
1405605744,Norddjurs,617653
1611961744,Faaborg-Midtfyn,288772
1810981085,Faaborg-Midtfyn,298846
1111899371,Aarhus,392840
0112614830,Aarhus,588653
1904934127,Frederiksberg,318872
2402928475,Esbjerg,345222
2207923323,Herning,313869
1412847011,Brønderslev,421932
2002665842,Bornholm,533799
2803981933,København,272164
1601898904,Sønderborg,362774
1112865678,Assens,404832
0108694913,København,543441
0901894513,Furesø,390528
2411701250,Tønder,562918
2903865045,København,424335
2703635569,Nordfyns,681874
1111711951,Aarhus,574060
0206757484,Silkeborg,499941
2204860380,Aalborg,355187
1810872994,Aalborg,396077
2201889833,Frederikshavn,355904
1710663846,Haderslev,569708
2806843349,Esbjerg,450013
2912906938,Gladsaxe,366680
2309898838,Kolding,353059
0805940854,Herlev,234254
2202790843,København,473953
1505786154,Ishøj,428913
0606747132,Glostrup,472384
0608675934,Aalborg,505387
2607774920,Guldborgsund,436651
3011826412,Lolland,452957
1607864460,København,384978
2308944936,København,331389
1902694953,Næstved,593759
2704686068,Horsens,538074
0812954840,Svendborg,269001
0804603687,Næstved,693093
0605820256,Vejle,416150
1706959432,Randers,300487
0907870826,Rebild,353879
1201514481,Vesthimmerlands,765233
1807580390,Gladsaxe,673651
3006816637,Ballerup,445518
1406669378,Skanderborg,621897
1804994048,Svendborg,187127
1110801357,Guldborgsund,461902
2008830837,Faaborg-Midtfyn,488843
2201583531,Roskilde,585066
2903906345,Mariagerfjord,370151
1007814167,Odense,482244
0808687086,Aarhus,557169
2708886274,Herning,386627
1002925580,Frederikshavn,309487
0711960864,Kalundborg,285583
0608616814,Odense,650089
1510654473,Skanderborg,676590
1302976261,Frederiksberg,283521
2206691756,Middelfart,556726
2201753118,Esbjerg,439841
1306925158,Viborg,336077
2702523902,Odense,646021
2711784617,Aarhus,487468
1408608080,Samsø,660852
2104565303,Vejle,695303
3110948450,Haderslev,259895
1606669768,Skive,539916
2706696395,Jammerbugt,496131
0301689063,Aarhus,579275
1005604430,Dragør,649310
2109609071,Silkeborg,685589
1301756605,København,479785
2312697374,Næstved,580774
0704899895,Aarhus,380809
0502963560,Odense,281744
3103690655,Randers,580592
1801999649,Kalundborg,190895
1809747132,Randers,474254
0302616828,Odense,586694
2704801871,Gentofte,430203
0703674308,Thisted,543578
0506740830,Kolding,466444
1706986908,Odense,243359
1004833780,Randers,342419
0405948485,København,277727
0603925225,København,367035
0303985699,Roskilde,274789
0808639285,Aarhus,626065
0204748529,Haderslev,545143
0403815778,Brøndby,388604
0707791083,Skive,427901
0903899104,Vejen,348959
1512792384,Høje-Taastrup,460691
2204594870,Ærø,649238
1101695965,Kolding,523300
3006950014,Frederikshavn,262842
0812868269,Sorø,425476
1811982460,Greve,244099
0712765749,Aalborg,531418
2111710558,Køge,559907
0710867609,Greve,371976
2409902172,Assens,319418
1903669740,Holbæk,564553
2505920435,Bornholm,336828
0205546682,Randers,695762
0212929482,København,343272
0104939078,Stevns,304387
2806784813,Odense,456961
2111938782,Ringsted,375325
1712833492,Esbjerg,381749
1501867779,Sorø,436701
1208776002,Aarhus,456839
1506862899,København,371437
0110842108,Mariagerfjord,371001
1010948434,Faxe,283754
0302998935,Gribskov,252939
1002798251,Holstebro,477048
1607744520,Skanderborg,558519
1804701575,Tårnby,564630
2802917441,Gladsaxe,351283
3009718926,Roskilde,565636
3011971674,Haderslev,249846
2802842572,Svendborg,441673
2108753011,Aalborg,489998
1810624964,Aalborg,619269
3004594394,Kolding,670302
3108901335,Aalborg,335568
1501758245,Tårnby,529815
1403872137,Allerød,362166
0205867231,Lyngby-Taarbæk,445095
1907797641,Tårnby,476081
3010867461,København,359154
2304836168,Esbjerg,418578
0407776375,Ringkøbing-Skjern,511449
1909848438,Randers,379995
1502907768,Hedensted,320028
0309826577,Svendborg,492953
3112519359,Vejle,759160
1310951257,Viborg,278370
0504946965,Brønderslev,307057
0905838720,Allerød,339944
0701745576,Hillerød,523930
2003855081,Odense,436751
2104665732,Rebild,550612
2609780659,Sønderborg,474079
2010961684,Horsens,267758
2206814509,Lemvig,425671
1104783391,Gladsaxe,486598
1307827807,Aabenraa,430480
1310838057,København,377353
0108637953,Nyborg,663554
1506815975,Syddjurs,472390
0304771599,Kolding,556722
3108800486,Roskilde,428315
2908649025,Vejen,601034
0201594894,Køge,656628
0512693363,Aabenraa,570994
0708611490,Frederikssund,630203
1511947785,Aabenraa,319238
0104833096,Næstved,426775
2602698430,Middelfart,537636
2302703850,Horsens,474051
2906958908,Ishøj,212457
0601651676,Frederiksberg,601191
1808641156,København,640943
0202683463,København,580746
2207610264,Frederikshavn,580211
2311696471,Odense,589912
2705738439,Odsherred,573135
2708522038,Egedal,645068
0603662947,København,611449
0903895399,Gladsaxe,364296
0806858729,Aarhus,401044
2111779502,København,424849
1105912998,Herning,304413
1812978196,Viborg,233163
2707628889,Guldborgsund,593563
2907958421,Hvidovre,291414
1802635129,Solrød,633169
1609810659,Odense,453788
3004819017,Holbæk,441032
0803979886,Høje-Taastrup,263093
1002602078,Randers,612701
1905785435,Aarhus,478549
1107625006,Aarhus,608737
1202610924,Fredericia,699610
2209821104,Esbjerg,405074
2003842122,Greve,393270
1611766485,Skanderborg,495594
2004986312,Vejen,274333
0209558728,Herlev,694385
1006766623,Helsingør,510929
1908643508,Lejre,624776
3108949686,Silkeborg,328763
0406916813,Aarhus,357307
2709885774,Haderslev,318575
0508679060,Rebild,574590
1009998574,Aarhus,200035
2802980591,Næstved,293904
1502961563,Ringkøbing-Skjern,276316
2802955081,Helsingør,270895
1005570340,Holstebro,674074
2607991125,Horsens,254772
2305725649,Slagelse,600237
1602549280,København,706054
2908777384,Middelfart,487860
2501714607,Rudersdal,553429
3004983179,København,276791
0808756029,Middelfart,472779
2408980057,Viborg,290840
0309591091,Næstved,685017
2606813053,Egedal,471632
2612903268,Hjørring,372475
0210681602,København,560228
2207957134,Hjørring,282318
2306729664,Næstved,504982
0206718962,Lyngby-Taarbæk,532006
2601648186,Vejle,584194
2102929196,Billund,280078
2602538656,Esbjerg,693065
1010654523,Faaborg-Midtfyn,653273
2904705523,Hillerød,570423
1502937536,Ringkøbing-Skjern,377537
1101804252,Vejen,409658
2107984234,Silkeborg,225368
0805894487,Aarhus,300185
2201781445,Holbæk,464767
1708896654,Vejle,324719
0106570686,Rudersdal,688953
3108773107,København,451713
1510688569,Aarhus,604998
1501581053,Silkeborg,764762
0204557871,Brønderslev,634140
0902665686,Ringsted,620926
3108767408,Haderslev,453744
0702795343,Gribskov,500820
1812617134,Odense,605302
2711925733,Vesthimmerlands,328623
1602790699,Rudersdal,461852
0701560701,Bornholm,699451
1012965189,Kalundborg,346894
3001810411,Gentofte,472911
2006538452,København,660971
2210818238,Slagelse,448850
2903675383,Vejen,542396
2409853344,København,382171
0802757446,Brøndby,488301
2406830464,Sønderborg,441554
2712642233,Esbjerg,614553
2601683961,Favrskov,552812
0108810045,Lejre,463004
0208905249,Svendborg,390434
1403756889,Ikast-Brande,471045
0312755023,Kalundborg,547631
0308893707,Roskilde,415492
0207939690,Viborg,335614
1606519374,Aarhus,661110
1908932841,Slagelse,356834
0503995483,Frederiksberg,266028
0706855817,Kolding,403404
0408646727,Lejre,632843
1006765021,Næstved,497660
1702779028,Skanderborg,510585
0407970553,Rebild,240846
2905813330,Silkeborg,418076
2712677596,Holbæk,540139
1405554344,Glostrup,664742
2211874117,København,420448
0907907517,Lyngby-Taarbæk,420432
1511884193,Viborg,391193
1912784091,Rudersdal,481056
0501774858,Aarhus,452990
0810993272,Ringkøbing-Skjern,215387
2802841296,Vordingborg,391781
2110545477,Holstebro,669362
2706757490,Herning,495192
0910757311,Ballerup,478741
2611531968,Frederiksberg,699329
2107624886,Holbæk,633832
2907697962,Horsens,571640
1909682247,Kalundborg,582836
0609591312,Køge,677840
1411956238,Nyborg,220962
2210729597,Guldborgsund,565890
0704730205,Tårnby,501100
0108633920,Lejre,623384
0109798598,Fredericia,469656
0611903430,Greve,320670
0308857817,Favrskov,400515
3012870878,Roskilde,390918
2010704415,Hedensted,560627
1001964429,København,322817
2905636740,Ringkøbing-Skjern,602052
2601757860,Næstved,473921
2803556769,Aalborg,735232
2310682112,Kolding,590507
0409629774,København,621704
0610981689,Solrød,307767
0911656815,København,617384
2607700082,København,530421
2306897634,Skive,269442
0906521150,Norddjurs,719833
2701875907,Gentofte,365725
0701726955,Svendborg,523740
0503900714,Næstved,325419
0606553184,København,638703
2705986779,Thisted,236456
2612631002,Hjørring,656416
0909621287,Tønder,643884
2605836312,Viborg,453102
1808767049,Frederiksberg,528219
2310819296,Sorø,412969
1212859384,Allerød,377511
0502920061,Svendborg,331194
1708825054,Herning,392758
0503505465,København,745041
2906661914,Helsingør,609309
2612506423,København,713731
1810633829,Faxe,650513
0308838549,Holbæk,462961
2210602086,Brøndby,697818
0306749548,Kolding,461028
2909951707,Randers,316571
1702894556,Ringsted,322812
0906876053,Høje-Taastrup,446745
0803846064,Skanderborg,405909
2808835660,Hedensted,410460
2311734298,Herning,475933
2802598710,Haderslev,670531
0801702736,Aalborg,543550
2112696432,Aarhus,530172
1304718320,Odense,487072
2407688503,Herning,613662
1910553374,Assens,703298
0609884051,Sønderborg,379260
0707850648,Assens,439078
1810568302,Vejle,683866
2604904204,Helsingør,302946
2806608341,Vejen,625448
0108880825,Aalborg,354428
1002753236,Esbjerg,454086
3008674087,Aabenraa,631416
2506728438,Vallensbæk,491021
1502935731,Næstved,272355
1903942104,Mariagerfjord,330746
0202637528,Lejre,577722
2506854077,Horsens,413634
0703786131,Holstebro,462198
0603803498,København,468439
0805852031,Lyngby-Taarbæk,395743
2204753319,Næstved,530809
1703856287,Brønderslev,339759
3004962837,Esbjerg,275464
2207640298,Silkeborg,525344
2905937498,Gentofte,326500
2110752116,Herning,506903
1101750678,Lemvig,512630
2011975034,Roskilde,284232
0612910638,Aarhus,333260
0905622131,Randers,639605
2508774696,Morsø,471266
0807622098,Slagelse,592099
1804628673,København,618000
1309867901,Middelfart,416512
2707831445,Brønderslev,402082
0201734239,København,511241
0312942988,Gladsaxe,265597
1109830816,Hillerød,447906
1406928630,Slagelse,276812
1403737308,Odense,561882
1001773328,Aalborg,458626
0204887675,Morsø,349261
0705963676,Aabenraa,272298
1110675357,Svendborg,574888
3005799448,Guldborgsund,426000
3103630240,Kolding,601980
3007888737,Sønderborg,384667
2202554421,København,739923
3112803745,Aarhus,481323
2602726491,Holbæk,493190
0112813233,Gladsaxe,497969
0707994558,Høje-Taastrup,198586
2809629879,Rødovre,649274
0907503842,København,758436
1507642271,Kolding,640166
1106825315,Ringsted,487105
1110758220,Esbjerg,505920
2401689126,Randers,535086
3004761783,Middelfart,461759
2203945683,Sønderborg,360248
0503882566,Aarhus,287783
1010898115,Holstebro,367767
0402633663,København,605918
1007694013,Aarhus,558827
